,id,lastVisitTime,title,url,visitCount,timeSpent,Internal_category,session,sim_val
83,604,7/13/2017 7:05:56 PM,CiteSeerX — Search Results — dataset of citeseerx,http://citeseerx.ist.psu.edu/search?q=dataset+of+citeseerx&submit.x=0&submit.y=0&submit=Search&sort=rlv&t=doc,1,48,General,6,0.374683544304
82,605,7/13/2017 7:06:57 PM,CiteSeerX — CSSeer: an Expert Recommendation System based on,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.407.4136&rank=9,1,61,General,6,0.0312484237074
81,597,7/13/2017 7:08:57 PM,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.735.7434&rep=rep1&type=pdf,1,120,General,6,0.00176131645824
80,606,7/13/2017 7:09:54 PM,CiteSeerX — About CiteSeerX,http://citeseerx.ist.psu.edu/about/site,1,57,General,6,0.516129032258
79,607,7/13/2017 7:12:59 PM,CiteSeerX — Digital libraries and autonomous citation indexing,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.17.1607,1,185,General,6,0.238699444885
78,608,7/13/2017 7:14:06 PM,CiteSeerX — Search Results — citation graph of citeseerx,http://citeseerx.ist.psu.edu/search?q=citation+graph+of+citeseerx&submit.x=0&submit.y=0&submit=Search&sort=rlv&t=doc,1,67,General,6,0.595701813298
77,609,7/13/2017 7:14:23 PM,CiteSeerX — Search Results — citation graph,http://citeseerx.ist.psu.edu/search?q=citation+graph&submit.x=0&submit.y=0&submit=Search&sort=rlv&t=doc,1,17,General,6,0.114135206321
76,610,7/14/2017 6:00:31 PM,google scholar - Google Search,https://www.google.co.in/search?q=google+scholar&oq=goo&aqs=chrome.3.69i60j0l2j35i39j69i60j0.4831j0j7&sourceid=chrome&ie=UTF-8,1,NA,Search,0,0.506799637353
75,612,7/14/2017 6:17:07 PM,google scholar - Google Search,https://www.google.co.in/search?q=google+scholar&oq=google+schlra&aqs=chrome.1.69i57j0l5.4174j0j7&sourceid=chrome&ie=UTF-8,1,996,Search,5,0.0992
74,7,9/24/2017 11:17:38 AM,Google Scholar,https://scholar.google.co.in/,5,NA,Search,0,0.0547945205479
73,613,7/14/2017 6:17:33 PM,Recommender systems,http://dl.acm.org/citation.cfm?id=245121,1,NA,General,0,0.116071428571
72,611,7/14/2017 6:17:56 PM,recommender systems - Google Scholar,https://scholar.google.co.in/scholar?hl=en&q=recommender+systems&btnG=&oq=recomme,3,23,Search,3,0.078431372549
71,615,7/14/2017 6:17:57 PM,,http://delivery.acm.org/10.1145/250000/245121/p56-resnick.pdf?ip=14.139.187.130&id=245121&acc=ACTIVE%20SERVICE&key=045416EF4DDA69D9%2E8DD97CC74180EE26%2E4D4702B0C3E38B35%2E4D4702B0C3E38B35&CFID=960293924&CFTOKEN=98774972&__acm__=1500036725_9ac5dd3b15ea8927cbef6dce790de088,1,1,General,3,0.0307234886026
70,618,7/14/2017 6:18:19 PM,Content-based Recommender Systems: State of the Art and Trends | SpringerLink,https://link.springer.com/chapter/10.1007/978-0-387-85820-3_3,1,22,General,3,0.13189683317
69,616,7/14/2017 6:24:22 PM,content based recommender systems - Google Scholar,https://scholar.google.co.in/scholar?q=content+based+recommender+systems&btnG=&hl=en&as_sdt=0%2C5&oq=recommender+systems,2,363,Search,3,0.110169491525
68,619,7/14/2017 6:24:38 PM,Linked open data to support content-based recommender systems,http://dl.acm.org/citation.cfm?id=2362501,1,16,General,3,0.0460725075529
67,622,7/14/2017 6:24:40 PM,Content-Based Recommender Systems | SpringerLink,https://link.springer.com/chapter/10.1007/978-3-319-29659-3_4,1,2,General,3,0.0261282660333
66,624,7/14/2017 6:25:19 PM,,http://delivery.acm.org/10.1145/2370000/2362501/p1-di_noia.pdf?ip=14.139.187.130&id=2362501&acc=ACTIVE%20SERVICE&key=045416EF4DDA69D9%2E8DD97CC74180EE26%2E4D4702B0C3E38B35%2E4D4702B0C3E38B35&CFID=960293924&CFTOKEN=98774972&__acm__=1500037168_b1a130b54859c237fbe56f52794e32cf,1,39,General,3,0.0343137254902
65,627,7/14/2017 6:25:59 PM,IEEE Xplore Full-Text PDF:,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7034825,1,40,General,3,0.166163141994
64,628,7/14/2017 6:42:23 PM,Docear’s PDF Inspector « Docear,http://www.docear.org/software/add-ons/docears-pdf-inspector/,1,984,General,3,0.165048543689
63,629,7/14/2017 6:44:45 PM,how to use docears recommender - Google Search,https://www.google.co.in/search?q=how+to+use+docears+recommender&oq=how+to+use+docears+recommender&aqs=chrome..69i57.14240j0j7&sourceid=chrome&ie=UTF-8,1,142,Search,3,0.0
62,630,7/14/2017 6:45:00 PM,,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=6&cad=rja&uact=8&ved=0ahUKEwikqrCS7YjVAhVhL8AKHTThDlwQFghMMAU&url=https%3A%2F%2Fpdfs.semanticscholar.org%2F88e2%2F6408dd0aa2f213eb7403feb70392c8fc2625.pdf&usg=AFQjCNGqYvKfm7xROiIQQUx8E5nbe9tDVQ,1,15,Search,3,0.0
61,631,7/14/2017 6:45:02 PM,,https://pdfs.semanticscholar.org/88e2/6408dd0aa2f213eb7403feb70392c8fc2625.pdf,1,2,General,3,0.159827656955
60,483,7/14/2017 6:46:01 PM,Docear,http://www.docear.org/,3,59,General,3,0.440234240441
59,632,7/14/2017 6:48:22 PM,Various positions to work on research-paper recommender systems (Mr. DLib) and Docear (Bachelor/Master/PhD/Post-Doc) « Docear,http://www.docear.org/2016/09/07/various-studentphdpostdoc-positions-to-work-on-research-paper-recommender-systems-mr-dlib-and-docear/,1,141,General,3,0.221305031447
58,492,7/14/2017 6:49:34 PM,Screenshots & Videos « Docear,http://www.docear.org/software/screenshots/,2,72,General,3,0.716981132075
57,633,7/14/2017 6:54:37 PM,Submit an Idea « Docear,http://www.docear.org/support/idea-tracker/,1,303,General,3,0.13694721826
56,634,7/14/2017 6:55:16 PM,docear sample mindmaps - Google Search,https://www.google.co.in/search?q=docear+sample+mindmaps&oq=docear+sample+mindmaps&aqs=chrome..69i57.6671j0j7&sourceid=chrome&ie=UTF-8,1,39,Search,3,0.517647058824
55,635,7/14/2017 6:55:58 PM,citeseerx - Google Search,https://www.google.co.in/search?q=citeseerx&oq=citesee&aqs=chrome.0.69i59j0j69i60j69i59j69i57j0.5215j0j7&sourceid=chrome&ie=UTF-8,1,42,Search,3,0.0537010159652
54,637,7/14/2017 6:56:23 PM,CiteSeerX — Advanced Search,http://citeseerx.ist.psu.edu/advanced_search,1,25,General,3,0.536312849162
53,636,7/14/2017 6:56:26 PM,,http://citeseerx.ist.psu.edu/index;jsessionid=38C79F2ACF39EE349842FB73750BAD11,2,3,General,3,0.151898734177
52,638,7/14/2017 6:57:30 PM,,http://ieeexplore.ieee.org/search/searchresult.jsp?queryText=content%20based%20Recommender%20Systems&newsearch=true,1,64,General,3,0.210242587601
51,639,7/14/2017 6:57:41 PM,CiteSeerX — Search Results — content based recommender system,http://citeseerx.ist.psu.edu/search?q=content+based+recommender+system&submit.x=0&submit.y=0&submit=Search&ic=1&sort=rlv&t=doc,1,11,General,3,0.210242587601
50,626,7/14/2017 6:58:08 PM,,http://ieeexplore.ieee.org/search/searchresult.jsp?newsearch=true&queryText=content%20based%20recommender%20system,3,27,General,3,0.965699208443
49,620,7/14/2017 6:58:10 PM,Toward the next generation of recommender systems: a survey of the state-of-the-art and possible extensions - IEEE Xplore Document,http://ieeexplore.ieee.org/abstract/document/1423975/,2,2,General,3,0.227272727273
48,640,7/14/2017 6:58:33 PM,CiteSeerX — Content-based recommendation systems,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.130.8327&rank=1,1,23,General,3,1.0
47,642,7/14/2017 6:58:46 PM,CiteSeerX — Content-based recommendation systems,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.130.8327,1,13,General,3,0.688095238095
46,641,7/14/2017 6:58:58 PM,CiteSeerX — Related by cluster: Content-based recommendation systems,http://citeseerx.ist.psu.edu/viewdoc/similar?doi=10.1.1.130.8327&type=sc,2,12,General,3,0.0286491492071
45,645,7/14/2017 7:00:41 PM,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.107.2790&rep=rep1&type=pdf,1,NA,General,0,0.0336524680388
44,644,7/14/2017 7:01:16 PM,CiteSeerX — Toward the next generation of recommender systems: A survey of the state-of-the-art and possible extensions,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.107.2790&rank=1,2,35,General,2,0.429347826087
43,643,7/14/2017 7:01:17 PM,CiteSeerX — Search Results — Toward the next generation of recommender systems: a survey of the state-of-the-art and possible extensions,http://citeseerx.ist.psu.edu/search?q=Toward+the+next+generation+of+recommender+systems%3A+a+survey+of+the+state-of-the-art+and+possible+extensions&submit.x=0&submit.y=0&submit=Search&sort=rlv&t=doc,2,1,General,2,0.362264150943
42,646,7/14/2017 7:01:21 PM,CiteSeerX — Multiobjective Evolutionary Algorithms: Analyzing the State-of-the-Art,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.35.5874&rank=2,1,4,General,2,0.470731707317
41,647,7/14/2017 7:01:23 PM,CiteSeerX — Evaluating collaborative filtering recommender systems,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.78.8384&rank=3,1,2,General,2,0.404081632653
40,648,7/14/2017 7:01:28 PM,CiteSeerX — Routing Techniques in Wireless Sensor Networks: A Survey,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.122.7063&rank=4,1,5,General,2,0.472266244057
39,649,7/14/2017 7:01:34 PM,CiteSeerX — A state-of-the-art survey on software merging,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.227.497&rank=5,1,6,General,2,0.032584210802
38,650,7/14/2017 7:01:40 PM,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.35.5874&rep=rep1&type=pdf,1,6,General,2,0.936120336003
37,651,7/14/2017 7:01:42 PM,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.78.8384&rep=rep1&type=pdf,1,2,General,2,0.935763008061
36,652,7/14/2017 7:01:43 PM,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.122.7063&rep=rep1&type=pdf,1,1,General,2,0.914658544597
35,653,7/14/2017 7:01:46 PM,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.227.497&rep=rep1&type=pdf,1,3,General,2,0.0339476236663
34,654,7/15/2017 6:00:30 PM,Allen Institute for Artificial Intelligence,http://allenai.org/,1,NA,General,0,0.359501100514
33,655,7/15/2017 6:00:44 PM,Papers — Allen Institute for Artificial Intelligence,http://allenai.org/papers/index.html,1,14,General,1,0.0271790065604
32,656,7/15/2017 6:00:49 PM,,http://allenai.org/papers/papers.html#s2,2,5,General,1,0.00234741784038
31,657,7/15/2017 6:01:01 PM,,http://ai2-website.s3.amazonaws.com/publications/JCDL2017.pdf,1,12,General,1,0.515283842795
30,658,7/15/2017 6:01:21 PM,semantic scholar wiki - Google Search,https://www.google.co.in/search?q=semantic+scholar+wiki&oq=semantic+scholar&aqs=chrome.2.69i57j0l5.6999j0j7&sourceid=chrome&ie=UTF-8,1,20,Search,1,0.00545454545455
29,660,7/15/2017 6:01:28 PM,Chrome for Desktop,https://www.google.com/chrome/browser/?hl=en-US&brand=RLNS&utm_source=en-US-hpp&utm_medium=hpp&utm_campaign=en-US,1,7,Search,1,0.0689655172414
28,661,7/15/2017 6:01:29 PM,,https://www.google.com/chrome/browser/desktop/index.html?hl=en-US&brand=RLNS&utm_source=en-US-hpp&utm_medium=hpp&utm_campaign=en-US,1,1,Search,1,0.199798183653
27,662,7/15/2017 6:01:40 PM,semantic scholar wiki - Google Search,https://www.google.co.in/search?q=semantic+scholar+wiki&oq=semantic+scholar+wiki&aqs=chrome.0.69i59j69i57.7871j0j7&sourceid=chrome&ie=UTF-8,1,11,Search,1,0.21665089877
26,663,7/15/2017 6:01:44 PM,Chrome Browser,https://www.google.com/chrome/browser/thankyou.html?brand=RLNS&statcb=1,1,4,Search,1,0.17420212766
25,664,7/15/2017 6:02:32 PM,Semantic Scholar - Wikipedia,https://en.wikipedia.org/wiki/Semantic_Scholar,1,48,General,1,0.100963744837
24,667,7/15/2017 6:04:16 PM,YouTube,https://www.youtube.com/,3,104,General,1,0.476285372658
23,668,7/15/2017 6:04:55 PM,engae enadhu kavithai with lyrics - YouTube,https://www.youtube.com/results?search_query=engae+enadhu+kavithai+with+lyrics,2,39,General,1,0.536764705882
22,669,7/15/2017 6:09:41 PM,Yengae Yenathu Kavithai - Kandukondein Kandukondein Tamil Song - Aishwarya Rai - YouTube,https://www.youtube.com/watch?v=XkoVCqsi7dk,2,286,General,1,0.481115107914
21,670,7/15/2017 6:09:45 PM,semmozhi tamil anthem ar.rahman hd - YouTube,https://www.youtube.com/results?search_query=semmozhi+tamil+anthem+ar.rahman+hd,2,4,General,1,0.259302133289
20,672,7/15/2017 6:12:03 PM,,http://ai2-website.s3.amazonaws.com/publications/Word-Entity-Duet-Representation-for-Document-Ranking.pdf,1,138,General,1,0.233864064373
19,674,7/15/2017 6:29:50 PM,Vande mataram - A.R.Rahman with live chorus at IPL Awards[HQ] - YouTube,https://www.youtube.com/watch?v=7c_CKSk1EEA,3,1067,General,1,0.836689038031
18,673,7/15/2017 6:29:51 PM,A.R.Rahman_s Vande Mataram (Revival) @ CWG 2010 Closing Ceremony.flv - YouTube,https://www.youtube.com/watch?v=07UcGa4vZxI,4,1,General,1,0.688914027149
17,671,7/15/2017 6:30:04 PM,Vande mataram - A.R.Rahman with live chorus at IPL Awards[HQ] - YouTube,https://www.youtube.com/watch?v=lRITPjraXgA,4,13,General,1,0.11054247697
16,676,7/15/2017 6:30:34 PM,TREC Web Track - Google Search,https://www.google.co.in/search?q=TREC+Web+Track&oq=TREC+Web+Track&aqs=chrome..69i57&sourceid=chrome&ie=UTF-8,1,30,Search,1,0.0897009966777
15,677,7/15/2017 6:30:44 PM,Text REtrieval Conference (TREC) Web Track,http://trec.nist.gov/data/webmain.html,1,10,General,1,0.000576701268743
14,678,7/15/2017 6:31:34 PM,,http://ai2-website.s3.amazonaws.com/publications/ai2-system-semeval.pdf,1,50,General,1,0.212136929461
13,675,7/15/2017 6:34:33 PM,Anirudh's Chancey illa Music Video - YouTube,https://www.youtube.com/watch?v=SXfDRK60dSA,2,179,General,1,0.246459071027
12,680,7/15/2017 6:38:44 PM,,http://ai2-website.s3.amazonaws.com/publications/semi-supervised-sequence.pdf,1,251,General,1,0.334589376968
11,679,7/15/2017 6:39:33 PM,Remo - Sirikkadhey Music Video | Anirudh Ravichander - YouTube,https://www.youtube.com/watch?v=iiVANEoXeLY,2,49,General,1,0.716163959783
10,681,7/15/2017 6:43:31 PM,"Vivegam - Surviva Tamil Lyric - Anirudh Feat Yogi B, Mali Manoj | Ajith Kumar | Siva - YouTube",https://www.youtube.com/watch?v=QNZiwr7nYMk,2,238,General,1,0.550259965338
9,682,7/15/2017 6:44:03 PM,Azhage Tamil album song(Korean Mix) - YouTube,https://www.youtube.com/watch?v=9P4oO9F5aSM,2,32,General,1,0.103244837758
8,684,7/15/2017 6:47:08 PM,gazetteers. - Google Search,https://www.google.co.in/search?q=gazetteers.&oq=gazetteers.&aqs=chrome..69i57&sourceid=chrome&ie=UTF-8,1,185,Search,1,0.530018761726
7,685,7/15/2017 6:47:17 PM,,https://www.google.co.in/search?q=gazetteers.&oq=gazetteers.&aqs=chrome..69i57&sourceid=chrome&ie=UTF-8#dlnr=1,1,9,Search,1,0.0875781948168
6,683,7/15/2017 6:48:23 PM,Meesaya Murukku - Enna Nadanthalum (Promo Music Video) | Hiphop Tamizha ft. Kaushik Krish - YouTube,https://www.youtube.com/watch?v=FndzeAmOCLs,2,66,General,1,0.72
5,686,7/15/2017 6:48:23 PM,"Oxygen - Video Song | Kavan | Hiphop Tamizha | K V Anand | Vijay Sethupathi, Madonna Sebastian - YouTube",https://www.youtube.com/watch?v=7M9hc_PC_Vg,1,0,General,1,0.00163666121113
4,755,8/25/2017 8:03:28 AM,Chrome Web Store,https://chrome.google.com/webstore?utm_source=chrome-ntp-icon,1,NA,Search,0,1.0
3,756,8/25/2017 8:03:31 AM,Chrome Web Store - export history,https://chrome.google.com/webstore/category/extensions?utm_source=chrome-ntp-icon,1,3,Search,0,1.0
2,757,8/25/2017 8:03:39 AM,,https://chrome.google.com/webstore/search/export%20history?utm_source=chrome-ntp-icon,1,8,Search,0,0.078125
1,758,8/25/2017 8:03:49 AM,Export History/Bookmarks to JSON/CSV*/XLS* - Chrome Web Store,https://chrome.google.com/webstore/detail/export-historybookmarks-t/dcoegfodcnjofhjfbhegcgjgapeichlf?utm_source=chrome-ntp-icon,1,10,Search,0,1.0
0,759,8/25/2017 8:03:59 AM,,https://chrome.google.com/webstore/detail/export-historybookmarks-t/dcoegfodcnjofhjfbhegcgjgapeichlf/related?utm_source=chrome-ntp-icon,1,10,Search,0,0.0
